package,experiment,run_id,experiment_id,system,workload,size,mode,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,tokens_checked,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,achieved_ns,hls_wall_s,hls_sum_job_s,vivado_total_s,synth_s,place_s,route_s,unrouted,roles,instances,report_paths,failure_reason,numeric_semantics,array_shape,steady_interval_cycles,total_wall_s,axi_masters,axi_width_bits,autosa_command,variant,tiles_per_launch,tile_interval_cycles,launch_interval_cycles,last_output_cycles,first_output_cold_cycles,completion_cold_cycles,cosim_latency_min,cosim_latency_avg,cosim_latency_max,cosim_interval_min,cosim_interval_avg,cosim_interval_max,cosim_wall_s,vcd_wall_s,top_port_bits,numeric_validation,provenance,notes,vivado_synth_s,source_agent,build_dir,build_state,collected_at,run_total_wall_s,gen_s,csim_s,cosim_s,export_s,wrapper_synth_s,opt_s,phys_opt_s,cosim_total_cycles,cosim_latency_cold_launch0,cosim_interval_cold_launch0,vcd_latency_warm,vcd_first_output_cold_launch0,vcd_latency_cold_launch0,vcd_last_output_warm,output_beats_per_launch,first_output_method,hls_est_period_ns,hls_est_latency_cycles,hls_est_lut,hls_est_ff,hls_est_dsp,hls_est_bram18k,hls_est_uram,cp_post_synth_ns,cp_post_impl_ns,timing_met,nets_with_routing_errors,srl,clb,pe_count,tiles_folded,output_stationary,tb_seed_results,axi_data_widths,transforms_streamed,interface,unroll_factor,transform_size,config,ordering,stimulus,seeds,transforms_completed,max_abs_error,max_norm_error,run_by,reps,launches_per_block,device_kernel_s_mean,device_kernel_s_best,transfer_s_mean,pack_s_mean,host_math_s_mean,wall_s_mean,hybrid,array_size,weight_mode,reorder_program,tiles,cycles_per_tile,source,design,workers,projects,repetitions,completed_jobs,timed_out_repetitions,completed_jobs_when_timed_out,timeout_s,frontend_s_median,hls_wall_s_median,hls_wall_s_min,hls_wall_s_max,hls_sum_job_elapsed_s_median,cpu_s_median,load_start,M,d,groups,dsp_count,cycles_per_query_row,kind,in_paper_table,hls_design_lines,spmw_design_lines,ratio_design,hls_config_lines,spmw_config_lines,hls_test_lines,spmw_test_lines
e2_fft/hpfft,E2,hpfft-derived_n128_UF32_pnr,E2,"HP-FFT (derived size, see README)","128-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,476,,,,,,,,,,"P&R deferred: optional extra, HLS estimate 502571 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 037_pnr_n128_UF32 in queue_pnr/deferred)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 2 beats per transform; block control ap_ctrl_hs",32,128,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_UF4_cosim,E2,"HP-FFT (derived size, see README)",128-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,428,443,,,,,,,,,,,,65,,,,,,,,,"hpfft/reports/hpfft-derived_n128_UF4_cosim,hpfft/validation/hpfft-derived_n128_UF4_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,208.0,,,,,,,,,,,,,,,,,,185,,,,,"steady interval = mean of the last 23 completion-to-completion distances (median 208, min 208, max 208); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 6683 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",4,128,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,4.446e-06,1.444e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_UF4_pnr,E2,"HP-FFT (derived size, see README)","128-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,ok,,,,,74063,59111,198,256,128,0,0,0.129,0.0,,65,,,525,576,236,0,,,hpfft/reports/hpfft-derived_n128_UF4_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,1503,,,,,,,,,,,,,,,,,,,,,,"opt 70 s, phys_opt 16 s; 0 failing of 141662 endpoints; WHS 0.019 ns; routable nets 140483, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 16 beats per transform; block control ap_ctrl_hs",4,128,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_UF8_cosim,E2,"HP-FFT (derived size, see README)",128-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,177,184,,,,,,,,,,,,105,,,,,,,,,"hpfft/reports/hpfft-derived_n128_UF8_cosim,hpfft/validation/hpfft-derived_n128_UF8_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,33.0,,,,,,,,,,,,,,,,,,236,,,,,"steady interval = mean of the last 23 completion-to-completion distances (median 33, min 33, max 33); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 1174 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",8,128,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,4.446e-06,1.444e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_UF8_pnr,E2,"HP-FFT (derived size, see README)","128-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,ok,,,,,135536,113586,327,128,64,0,0,0.059,0.0,,105,,,774,948,504,0,,,hpfft/reports/hpfft-derived_n128_UF8_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,2478,,,,,,,,,,,,,,,,,,,,,,"opt 102 s, phys_opt 32 s; 0 failing of 262658 endpoints; WHS 0.006 ns; routable nets 255472, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,16>>, 1024-bit data each way = 16 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",8,128,UF8,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_no_StagePipeline_cosim,E2,"HP-FFT (derived size, see README)",128-point radix-2 complex FFT,,,cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,,,,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,128,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_no_StagePipeline_pnr,E2,"HP-FFT (derived size, see README)","128-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,40,,,,,,,,,,"P&R deferred: optional extra, HLS estimate 3368 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 031_pnr_n128_no_StagePipeline in queue_pnr/deferred)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words, 2 ports each); ap_ctrl_hs",,128,no_StagePipeline,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_original_C_style_cosim,E2,"HP-FFT (derived size, see README)",128-point radix-2 complex FFT,,,cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,,,,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,128,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft-derived_n128_original_C_style_pnr,E2,"HP-FFT (derived size, see README)","128-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,40,,,,,,,,,,"P&R deferred: optional extra, HLS estimate 19853 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 032_pnr_n128_original_C_style in queue_pnr/deferred)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_memory dataIn/dataOut (complex<float>[N] arrays, 64-bit words); ap_ctrl_hs",,128,original_C_style,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF1_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 33 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,1400,1527,,,,,,,,,,,,62,,,,,,,,,"hpfft/reports/hpfft_n256_UF1_cosim,hpfft/validation/hpfft_n256_UF1_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,140.5,,,,,,,,,,,,,,,,,,223,,,,,"steady interval = mean of the last 24 completion-to-completion distances (median 140.5, min 138, max 143); 32/33 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 32 transforms complete at cycle 5880 after the first input beat; ap_done pulses 32; input stall cycles in transform 0: 0; per seed: seed 0: pass (11 transforms, max abs err 5.37e-06), seed 1: pass (11 transforms, max abs err 4.07e-06), seed 2: pass (10 transforms, max abs err 4.98e-06); unchecked transforms [32]; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,256,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","numpy.random.RandomState seeds 0/1/2, re,im ~ U[-1,1) float32; 33 transforms = 11 per seed","0,1,2",32,5.372e-06,1.845e-07,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF1_cosim_lcg,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,1400,1527,,,,,,,,,,,,47,,,,,,,,,"hpfft/reports/hpfft_n256_UF1_cosim_lcg,hpfft/validation/hpfft_n256_UF1_cosim_lcg",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,140.6,,,,,,,,,,,,,,,,,,255,,,,,"steady interval = mean of the last 23 completion-to-completion distances (median 143, min 138, max 143); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 5742 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,256,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,1.329e-05,1.949e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF1_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,ok,,,,,22403,22244,72,82,36,10,0,0.283,0.0,,47,,,328,302,99,0,,,hpfft/reports/hpfft_n256_UF1_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,819,,,,,,,,,,,,,,,,,,,,,,"opt 34 s, phys_opt 6 s; 0 failing of 53806 endpoints; WHS 0.039 ns; routable nets 46551, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,256,UF1,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF16_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,219,226,,,,,,,,,,,,227,,,,,,,,,"hpfft/reports/hpfft_n256_UF16_cosim,hpfft/validation/hpfft_n256_UF16_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,50.0,,,,,,,,,,,,,,,,,,479,,,,,"steady interval = mean of the last 23 completion-to-completion distances (median 50, min 50, max 50); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 1726 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",16,256,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,1.329e-05,1.949e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF16_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,227,,,,,,,,,,"P&R deferred: optional extra, HLS estimate 269798 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 029_pnr_n256_UF16 in queue_pnr/deferred)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,32>>, 2048-bit data each way = 32 complex float32 samples per beat, 8 beats per transform; block control ap_ctrl_hs",16,256,UF16,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF1_nt33_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 33 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,1400,1527,,,,,,,,,,,,96,,,,,,,,,"hpfft/reports/hpfft_n256_UF1_nt33_cosim,hpfft/validation/hpfft_n256_UF1_nt33_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,140.5,,,,,,,,,,,,,,,,,,333,,,,,"steady interval = mean of the last 24 completion-to-completion distances (median 140.5, min 138, max 143); 32/33 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 32 transforms complete at cycle 5880 after the first input beat; ap_done pulses 32; input stall cycles in transform 0: 0; 32 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,2>>, 128-bit data each way = 2 complex float32 samples per beat, 128 beats per transform; block control ap_ctrl_hs",1,256,UF1 (control run: 33 transforms fed),"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..32 = LCG(0x12345678) U[-1,1)",,32,1.329e-05,1.949e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF2_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 33 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,703,766,,,,,,,,,,,,76,,,,,,,,,"hpfft/reports/hpfft_n256_UF2_cosim,hpfft/validation/hpfft_n256_UF2_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,74.5,,,,,,,,,,,,,,,,,,212,,,,,"steady interval = mean of the last 24 completion-to-completion distances (median 74.5, min 74, max 75); 32/33 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 32 transforms complete at cycle 3075 after the first input beat; ap_done pulses 32; input stall cycles in transform 0: 0; per seed: seed 0: pass (11 transforms, max abs err 5.37e-06), seed 1: pass (11 transforms, max abs err 4.07e-06), seed 2: pass (10 transforms, max abs err 4.98e-06); unchecked transforms [32]; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",2,256,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","numpy.random.RandomState seeds 0/1/2, re,im ~ U[-1,1) float32; 33 transforms = 11 per seed","0,1,2",32,5.372e-06,1.845e-07,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF2_cosim_lcg,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,703,766,,,,,,,,,,,,55,,,,,,,,,"hpfft/reports/hpfft_n256_UF2_cosim_lcg,hpfft/validation/hpfft_n256_UF2_cosim_lcg",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,74.5,,,,,,,,,,,,,,,,,,294,,,,,"steady interval = mean of the last 23 completion-to-completion distances (median 75, min 74, max 75); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 3001 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",2,256,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,1.329e-05,1.949e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF2_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,ok,,,,,45482,37809,132,104,48,8,0,0.317,0.0,,55,,,427,702,516,0,,,hpfft/reports/hpfft_n256_UF2_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,1825,,,,,,,,,,,,,,,,,,,,,,"opt 60 s, phys_opt 20 s; 0 failing of 93597 endpoints; WHS 0.006 ns; routable nets 86602, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,4>>, 256-bit data each way = 4 complex float32 samples per beat, 64 beats per transform; block control ap_ctrl_hs",2,256,UF2,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF32_cosim,E2,HP-FFT,256-point radix-2 complex FFT,,,cosim,300,not_run,,,,,,,,,,,,,,,,,,,,,,,,,RTL cosimulation not run (optional extra: the previous agent's queue did not reach it and it was not re-queued; csynth row in hls_estimates.csv),"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 4 beats per transform; block control ap_ctrl_hs",32,256,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF32_pnr,E2,HP-FFT,"256-point radix-2 complex FFT (one FFT_TOP instance, out-of-context)",,,pnr_ooc,300,not_run,,,,,,,,,,,,,,,777,,,,,,,,,,"P&R deferred: optional extra, HLS estimate 532643 LUTs; an OOC P&R of that size takes hours on the shared machine (queue job 038_pnr_n256_UF32 in queue_pnr/deferred)","complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,64>>, 4096-bit data each way = 64 complex float32 samples per beat, 4 beats per transform; block control ap_ctrl_hs",32,256,UF32,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF4_cosim,E2,HP-FFT,256-point radix-2 complex FFT; 33 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,782,813,,,,,,,,,,,,73,,,,,,,,,"hpfft/reports/hpfft_n256_UF4_cosim,hpfft/validation/hpfft_n256_UF4_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,400.0,,,,,,,,,,,,,,,,,,249,,,,,"steady interval = mean of the last 24 completion-to-completion distances (median 400.0, min 400, max 400); 32/33 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 32 transforms complete at cycle 13213 after the first input beat; ap_done pulses 32; input stall cycles in transform 0: 0; per seed: seed 0: pass (11 transforms, max abs err 5.37e-06), seed 1: pass (11 transforms, max abs err 4.07e-06), seed 2: pass (10 transforms, max abs err 4.98e-06); unchecked transforms [32]; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",4,256,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","numpy.random.RandomState seeds 0/1/2, re,im ~ U[-1,1) float32; 33 transforms = 11 per seed","0,1,2",32,5.372e-06,1.845e-07,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/hpfft,E2,hpfft_n256_UF4_cosim_lcg,E2,HP-FFT,256-point radix-2 complex FFT; 32 transforms streamed back-to-back through one FFT_TOP,,,cosim,300,ok,True,782,813,,,,,,,,,,,,75,,,,,,,,,"hpfft/reports/hpfft_n256_UF4_cosim_lcg,hpfft/validation/hpfft_n256_UF4_cosim_lcg",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,400.0,,,,,,,,,,,,,,,,,,543,,,,,"steady interval = mean of the last 23 completion-to-completion distances (median 400, min 400, max 400); 31/32 transforms completed: the last transform fed is never flushed without a following transform (top-level ap_done never fires, HLS 200-656); intervals over the completed ones; batch of 31 transforms complete at cycle 12813 after the first input beat; ap_done pulses 31; input stall cycles in transform 0: 0; 31 transforms checked; RTL outputs read from the out_r port handshakes in the VCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"ap_fifo in/out: hls::stream<hls::vector<complex<float>,8>>, 512-bit data each way = 8 complex float32 samples per beat, 32 beats per transform; block control ap_ctrl_hs",4,256,UF4,"natural-order input, natural-order output (DIT with bit-reversal reorder stage)","transform 0 = HP-FFT shipped test signal, transforms 1..31 = LCG(0x12345678) U[-1,1)",,31,1.329e-05,1.949e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
